REGION,SGL,ROUTE,STOP,LAT,LONG,VALUE_16,NOISE_16,VALUE_17,NOISE_17,VALUE_18,NOISE_18,VALUE_19,NOISE_19,VALUE_20,NOISE_20
SE,145,not included,5,40.24166,-76.52199,1,L,0,N,,,0,M,,
SE,145,not included,6,40.24247,-76.51811,0,L,0,N,,,0,N,,
SE,145,not included,7,40.24382,-76.51714,0,L,0,N,,,0,L,,
SE,145,not included,8,40.24385,-76.52197,0,L,0,N,,,0,L,,
SE,145,not included,9,40.24501,-76.52385,0,L,0,N,,,0,N,,
SE,145,not included,10,40.24432,-76.52524,0,L,0,N,,,0,N,,
SE,280,BLUE MARSH,1,40.41677,-76.09102,0,L,0,M,0,M,0,M,0,M
SE,280,BLUE MARSH,2,40.41875,-76.09012,0,M,0,M,0,M,0,M,0,M
SE,280,BLUE MARSH,3,40.42084,-76.08611,0,L,0,L,0,N,0,L,0,L
SE,280,BLUE MARSH,4,40.4239,-76.0864,0,L,0,M,0,N,0,L,0,L
SE,280,BLUE MARSH,5,40.42358,-76.09205,0,L,0,L,0,N,0,L,0,L
SE,280,BLUE MARSH,6,40.42443,-76.09532,0,L,0,L,0,L,0,N,0,L
SE,280,BLUE MARSH,7,40.42425,-76.09979,0,L,0,L,0,L,0,N,0,N
SE,280,BLUE MARSH,8,40.42233,-76.10279,0,L,0,L,0,L,0,N,0,N
SE,280,BLUE MARSH,9,40.4216,-76.10468,0,L,0,L,0,M,0,N,0,L
SE,280,BLUE MARSH,10,40.42494,-76.10808,0,M,0,M,0,M,0,L,0,L
