"route_id","sightings","pres_abs","Latitude","Longitude","Route","Stop"
"166_BEAVER DAMS_9",0,0,40.5354,-78.24546,"166_BEAVER DAMS",9
"166_BEAVER DAMS_10",0,0,40.53152,-78.24776,"166_BEAVER DAMS",10
"107_PAINTERSVILLE_1",2,1,40.643172,-77.464207,"107_PAINTERSVILLE",1
"107_PAINTERSVILLE_2",1,1,40.644987,-77.463924,"107_PAINTERSVILLE",2
"107_PAINTERSVILLE_3",2,1,40.645739,-77.460245,"107_PAINTERSVILLE",3
"107_PAINTERSVILLE_4",0,0,40.647329,-77.457268,"107_PAINTERSVILLE",4
"176_CONTROL_1",1,1,40.7804,-77.97831,"176_CONTROL",1
"176_CONTROL_2",0,0,40.77638,-77.98106,"176_CONTROL",2
"176_CONTROL_3",0,0,40.77232,-77.97977,"176_CONTROL",3
"176_CONTROL_4",1,1,40.76989,-77.97519,"176_CONTROL",4
"176_CONTROL_5",2,1,40.76693,-77.9709,"176_CONTROL",5
"176_CONTROL_6",2,1,40.76233,-77.97283,"176_CONTROL",6
"176_CONTROL_7",1,1,40.75809,-77.97479,"176_CONTROL",7
"176_CONTROL_8",0,0,40.75554,-77.97155,"176_CONTROL",8
"176_CONTROL_9",0,0,40.75568,-77.96632,"176_CONTROL",9
"176_CONTROL_10",0,0,40.75254,-77.96186,"176_CONTROL",10
"176_BURN_1",0,0,40.79033,-77.92937,"176_BURN",1
"176_BURN_2",0,0,40.79237,-77.93391,"176_BURN",2
"176_BURN_3",0,0,40.79008,-77.93845,"176_BURN",3
"176_BURN_4",0,0,40.78859,-77.94324,"176_BURN",4
"176_BURN_5",3,1,40.78656,-77.9482,"176_BURN",5
"176_BURN_6",3,1,40.78777,-77.9515,"176_BURN",6
"176_BURN_7",1,1,40.79156,-77.94943,"176_BURN",7
"176_BURN_8",1,1,40.79483,-77.94914,"176_BURN",8
"176_BURN_9",0,0,40.7964,-77.95429,"176_BURN",9
"176_BURN_10",0,0,40.79548,-77.95856,"176_BURN",10
"176_TRT_1",0,0,40.78474,-77.97246,"176_TRT",1
"176_TRT_2",0,0,40.78535,-77.9669,"176_TRT",2
"176_TRT_3",0,0,40.78329,-77.96201,"176_TRT",3
"176_TRT_4",5,1,40.78201,-77.95695,"176_TRT",4
"176_TRT_5",12,1,40.78058,-77.95195,"176_TRT",5
"176_TRT_6",2,1,40.77729,-77.94804,"176_TRT",6
"176_TRT_7",0,0,40.77368,-77.94769,"176_TRT",7
"176_TRT_8",0,0,40.77095,-77.95115,"176_TRT",8
"176_TRT_9",0,0,40.767,-77.95183,"176_TRT",9
"176_TRT_10",0,0,40.76709,-77.95619,"176_TRT",10
"CLERMONT_01 SHAUMUT_1",0,0,41.604262,-78.462727,"CLERMONT_01 SHAUMUT",1
"CLERMONT_01 SHAUMUT_2",5,1,41.6105,-78.454247,"CLERMONT_01 SHAUMUT",2
"CLERMONT_01 SHAUMUT_3",3,1,41.610999,-78.460353,"CLERMONT_01 SHAUMUT",3
"CLERMONT_01 SHAUMUT_4",3,1,41.614019,-78.464881,"CLERMONT_01 SHAUMUT",4
"CLERMONT_01 SHAUMUT_5",2,1,41.61655,-78.469363,"CLERMONT_01 SHAUMUT",5
"CLERMONT_01 SHAUMUT_6",1,1,41.618446,-78.475147,"CLERMONT_01 SHAUMUT",6
"CLERMONT_01 SHAUMUT_7",1,1,41.617942,-78.465076,"CLERMONT_01 SHAUMUT",7
"CLERMONT_01 SHAUMUT_8",0,0,41.625694,-78.458526,"CLERMONT_01 SHAUMUT",8
"CLERMONT_01 SHAUMUT_9",0,0,41.630684,-78.462723,"CLERMONT_01 SHAUMUT",9
"CLERMONT_01 SHAUMUT_10",0,0,41.639239,-78.468698,"CLERMONT_01 SHAUMUT",10
"CLERMONT_02 NESBITT/LASHER_1",1,1,41.68125,-78.415015,"CLERMONT_02 NESBITT/LASHER",1
"CLERMONT_02 NESBITT/LASHER_2",1,1,41.681046,-78.420402,"CLERMONT_02 NESBITT/LASHER",2
"CLERMONT_02 NESBITT/LASHER_3",1,1,41.681073,-78.425601,"CLERMONT_02 NESBITT/LASHER",3
"CLERMONT_02 NESBITT/LASHER_4",1,1,41.68014,-78.42842,"CLERMONT_02 NESBITT/LASHER",4
"CLERMONT_02 NESBITT/LASHER_5",1,1,41.677733,-78.432181,"CLERMONT_02 NESBITT/LASHER",5
"CLERMONT_02 NESBITT/LASHER_6",2,1,41.675462,-78.435282,"CLERMONT_02 NESBITT/LASHER",6
"CLERMONT_02 NESBITT/LASHER_7",0,0,41.676332,-78.438608,"CLERMONT_02 NESBITT/LASHER",7
"CLERMONT_02 NESBITT/LASHER_8",2,1,41.674243,-78.445477,"CLERMONT_02 NESBITT/LASHER",8
"CLERMONT_02 NESBITT/LASHER_9",0,0,41.671108,-78.452687,"CLERMONT_02 NESBITT/LASHER",9
"CLERMONT_02 NESBITT/LASHER_10",0,0,41.665162,-78.452458,"CLERMONT_02 NESBITT/LASHER",10
"CLERMONT_03 GUMBOOT; RT 146_1",0,0,41.65159,-78.51746,"CLERMONT_03 GUMBOOT; RT 146",1
"CLERMONT_03 GUMBOOT; RT 146_2",8,1,41.655286,-78.511527,"CLERMONT_03 GUMBOOT; RT 146",2
"CLERMONT_03 GUMBOOT; RT 146_3",1,1,41.65796,-78.509943,"CLERMONT_03 GUMBOOT; RT 146",3
"CLERMONT_03 GUMBOOT; RT 146_4",2,1,41.661983,-78.504557,"CLERMONT_03 GUMBOOT; RT 146",4
"CLERMONT_03 GUMBOOT; RT 146_5",0,0,41.667356,-78.49913,"CLERMONT_03 GUMBOOT; RT 146",5
"CLERMONT_03 GUMBOOT; RT 146_6",0,0,41.673024,-78.495252,"CLERMONT_03 GUMBOOT; RT 146",6
"CLERMONT_03 GUMBOOT; RT 146_7",2,1,41.676096,-78.493779,"CLERMONT_03 GUMBOOT; RT 146",7
"CLERMONT_03 GUMBOOT; RT 146_8",0,0,41.680013,-78.497339,"CLERMONT_03 GUMBOOT; RT 146",8
"CLERMONT_03 GUMBOOT; RT 146_9",0,0,41.684214,-78.494313,"CLERMONT_03 GUMBOOT; RT 146",9
"CLERMONT_03 GUMBOOT; RT 146_10",0,0,41.686396,-78.49323,"CLERMONT_03 GUMBOOT; RT 146",10
"CLERMONT_04 WEST_1",1,1,41.685372,-78.502132,"CLERMONT_04 WEST",1
"CLERMONT_04 WEST_2",3,1,41.682519,-78.510092,"CLERMONT_04 WEST",2
"CLERMONT_04 WEST_3",1,1,41.680632,-78.519621,"CLERMONT_04 WEST",3
"CLERMONT_04 WEST_4",2,1,41.679248,-78.527719,"CLERMONT_04 WEST",4
"CLERMONT_04 WEST_5",4,1,41.682956,-78.531573,"CLERMONT_04 WEST",5
"CLERMONT_04 WEST_6",5,1,41.681294,-78.53962,"CLERMONT_04 WEST",6
"CLERMONT_04 WEST_7",2,1,41.678775,-78.54593,"CLERMONT_04 WEST",7
"CLERMONT_04 WEST_8",0,0,41.67621,-78.553797,"CLERMONT_04 WEST",8
"CLERMONT_04 WEST_9",2,1,41.673389,-78.560675,"CLERMONT_04 WEST",9
"CLERMONT_04 WEST_10",1,1,41.675379,-78.567047,"CLERMONT_04 WEST",10
"CLERMONT_05 EAST_1",2,1,41.695724,-78.479984,"CLERMONT_05 EAST",1
"CLERMONT_05 EAST_2",1,1,41.700007,-78.478513,"CLERMONT_05 EAST",2
"CLERMONT_05 EAST_3",0,0,41.705006,-78.472087,"CLERMONT_05 EAST",3
"CLERMONT_05 EAST_4",4,1,41.706826,-78.466313,"CLERMONT_05 EAST",4
"CLERMONT_05 EAST_5",3,1,41.709059,-78.463885,"CLERMONT_05 EAST",5
"CLERMONT_05 EAST_6",6,1,41.711724,-78.456364,"CLERMONT_05 EAST",6
"CLERMONT_05 EAST_7",1,1,41.712361,-78.44858,"CLERMONT_05 EAST",7
"CLERMONT_05 EAST_8",2,1,41.712692,-78.439408,"CLERMONT_05 EAST",8
"CLERMONT_05 EAST_9",0,0,41.712415,-78.432121,"CLERMONT_05 EAST",9
"CLERMONT_05 EAST_10",0,0,41.712645,-78.426459,"CLERMONT_05 EAST",10
"CLERMONT_06 HAGAMANS FARM_1",0,0,41.698022,-78.437105,"CLERMONT_06 HAGAMANS FARM",1
"CLERMONT_06 HAGAMANS FARM_2",0,0,41.690169,-78.439291,"CLERMONT_06 HAGAMANS FARM",2
"CLERMONT_06 HAGAMANS FARM_3",0,0,41.693101,-78.443745,"CLERMONT_06 HAGAMANS FARM",3
"CLERMONT_06 HAGAMANS FARM_4",7,1,41.693786,-78.447712,"CLERMONT_06 HAGAMANS FARM",4
"CLERMONT_06 HAGAMANS FARM_5",3,1,41.693806,-78.455413,"CLERMONT_06 HAGAMANS FARM",5
"CLERMONT_06 HAGAMANS FARM_6",1,1,41.693662,-78.461796,"CLERMONT_06 HAGAMANS FARM",6
"CLERMONT_06 HAGAMANS FARM_7",0,0,41.693705,-78.468358,"CLERMONT_06 HAGAMANS FARM",7
"CLERMONT_06 HAGAMANS FARM_8",1,1,41.693507,-78.473912,"CLERMONT_06 HAGAMANS FARM",8
"CLERMONT_06 HAGAMANS FARM_9",1,1,41.696587,-78.471181,"CLERMONT_06 HAGAMANS FARM",9
"CLERMONT_06 HAGAMANS FARM_10",1,1,41.699092,-78.469951,"CLERMONT_06 HAGAMANS FARM",10
"MUDDY CRK_RTE-1_1",3,1,40.81211,-77.60497,"MUDDY CRK_RTE-1",1
"MUDDY CRK_RTE-1_2",10,1,40.81425,-77.59944,"MUDDY CRK_RTE-1",2
"MUDDY CRK_RTE-1_3",4,1,40.81615,-77.59449,"MUDDY CRK_RTE-1",3
"MUDDY CRK_RTE-1_4",2,1,40.81772,-77.58908,"MUDDY CRK_RTE-1",4
"MUDDY CRK_RTE-1_5",1,1,40.81902,-77.58353,"MUDDY CRK_RTE-1",5
"MUDDY CRK_RTE-1_6",0,0,40.82028,-77.57776,"MUDDY CRK_RTE-1",6
"MUDDY CRK_RTE-1_7",1,1,40.82146,-77.57301,"MUDDY CRK_RTE-1",7
"MUDDY CRK_RTE 2_1",6,1,40.82718,-77.57794,"MUDDY CRK_RTE 2",1
"MUDDY CRK_RTE 2_2",14,1,40.82896,-77.57262,"MUDDY CRK_RTE 2",2
"MUDDY CRK_RTE 2_3",7,1,40.82891,-77.56866,"MUDDY CRK_RTE 2",3
"MUDDY CRK_RTE 2_4",3,1,40.8299,-77.56453,"MUDDY CRK_RTE 2",4
"MUDDY CRK_RTE 3_1",7,1,40.83104,-77.56138,"MUDDY CRK_RTE 3",1
"MUDDY CRK_RTE 3_2",4,1,40.83377,-77.55211,"MUDDY CRK_RTE 3",2
"BALD EAGLE_RT1-GRNS RUN_1",4,1,40.98918901,-77.70564697,"BALD EAGLE_RT1-GRNS RUN",1
"BALD EAGLE_RT1-GRNS RUN_2",14,1,40.99384599,-77.70078898,"BALD EAGLE_RT1-GRNS RUN",2
"BALD EAGLE_RT1-GRNS RUN_3",16,1,40.997932,-77.69506599,"BALD EAGLE_RT1-GRNS RUN",3
"BALD EAGLE_RT1-GRNS RUN_4",20,1,41.00139398,-77.68913303,"BALD EAGLE_RT1-GRNS RUN",4
"BALD EAGLE_RT1-GRNS RUN_5",9,1,41.00602699,-77.681161,"BALD EAGLE_RT1-GRNS RUN",5
"BALD EAGLE_RT1-GRNS RUN_6",3,1,41.00968,-77.67502402,"BALD EAGLE_RT1-GRNS RUN",6
"BALD EAGLE_MAIN PARK_1",8,1,41.041635,-77.63246097,"BALD EAGLE_MAIN PARK",1
"BALD EAGLE_MAIN PARK_2",0,0,41.04175402,-77.62619197,"BALD EAGLE_MAIN PARK",2
"BALD EAGLE_MAIN PARK_3",4,1,41.03741798,-77.63096496,"BALD EAGLE_MAIN PARK",3
"BALD EAGLE_MAIN PARK_4",6,1,41.03260903,-77.63535398,"BALD EAGLE_MAIN PARK",4
"BALD EAGLE_MAIN PARK_5",11,1,41.02804198,-77.63984802,"BALD EAGLE_MAIN PARK",5
"BALD EAGLE_MAIN PARK_6",19,1,41.03052202,-77.65347096,"BALD EAGLE_MAIN PARK",6
"BALD EAGLE_MAIN PARK_7",20,1,41.03497096,-77.64864902,"BALD EAGLE_MAIN PARK",7
"BALD EAGLE_MAIN PARK_8",8,1,41.03929603,-77.64499099,"BALD EAGLE_MAIN PARK",8
"BALD EAGLE_MT EAGLE_1",7,1,40.99910002,-77.68211796,"BALD EAGLE_MT EAGLE",1
"BALD EAGLE_MT EAGLE_2",1,1,40.994738,-77.68726797,"BALD EAGLE_MT EAGLE",2
"BALD EAGLE_MT EAGLE_3",0,0,40.99015804,-77.69332901,"BALD EAGLE_MT EAGLE",3
"BALD EAGLE_MT EAGLE_4",0,0,40.98577699,-77.69875604,"BALD EAGLE_MT EAGLE",4
"BALD EAGLE_MT EAGLE_5",0,0,40.97818399,-77.71046799,"BALD EAGLE_MT EAGLE",5
"BALD EAGLE_MT EAGLE_6",0,0,40.96809704,-77.73723903,"BALD EAGLE_MT EAGLE",6
"BZDIL_RTE A_1",1,1,40.9089,-77.3344,"BZDIL_RTE A",1
"BZDIL_RTE A_2",4,1,40.9085,-77.339,"BZDIL_RTE A",2
"BZDIL_RTE A_3",7,1,40.9067,-77.3468,"BZDIL_RTE A",3
"BZDIL_RTE A_4",5,1,40.9054,-77.3508,"BZDIL_RTE A",4
"BZDIL_RTE A_5",4,1,40.9049,-77.356,"BZDIL_RTE A",5
"BZDIL_RTE A_6",2,1,40.9022,-77.3589,"BZDIL_RTE A",6
"BZDIL_RTE B_1",0,0,40.90641,-77.35814,"BZDIL_RTE B",1
"BZDIL_RTE B_2",1,1,40.90933,-77.35593,"BZDIL_RTE B",2
"BZDIL_RTE B_3",0,0,40.91064,-77.3511,"BZDIL_RTE B",3
"BZDIL_RTE B_4",0,0,40.91514,-77.35056,"BZDIL_RTE B",4
"BZDIL_RTE B_5",3,1,40.91951,-77.35153,"BZDIL_RTE B",5
"BZDIL_RTE B_6",0,0,40.92094,-77.35275,"BZDIL_RTE B",6
"BZDIL_RTE B_7",0,0,40.92106,-77.35966,"BZDIL_RTE B",7
"BZDIL_RTE B_8",0,0,40.91925,-77.3634,"BZDIL_RTE B",8
"BZDIL_RTE B_9",0,0,40.91539,-77.36245,"BZDIL_RTE B",9
"JONES RUN/GASWELL_1,3-5,15_1",0,0,41.67222091,-78.11768934,"JONES RUN/GASWELL_1,3-5,15",1
"JONES RUN/GASWELL_1,3-5,15_3",3,1,41.6677908,-78.11280181,"JONES RUN/GASWELL_1,3-5,15",3
"JONES RUN/GASWELL_1,3-5,15_4",4,1,41.66452321,-78.10946937,"JONES RUN/GASWELL_1,3-5,15",4
"JONES RUN/GASWELL_1,3-5,15_5",0,0,41.663531,-78.10355344,"JONES RUN/GASWELL_1,3-5,15",5
"JONES RUN/GASWELL_1,3-5,15_15",2,1,41.6753378,-78.10460725,"JONES RUN/GASWELL_1,3-5,15",15
"JONES RUN/GASWELL_2, 6-8_2",3,1,41.67189353,-78.11236523,"JONES RUN/GASWELL_2, 6-8",2
"JONES RUN/GASWELL_2, 6-8_6",10,1,41.67195384,-78.10718969,"JONES RUN/GASWELL_2, 6-8",6
"JONES RUN/GASWELL_2, 6-8_7",0,0,41.66957392,-78.10289756,"JONES RUN/GASWELL_2, 6-8",7
"JONES RUN/GASWELL_2, 6-8_8",0,0,41.66791589,-78.0969803,"JONES RUN/GASWELL_2, 6-8",8
"JONES RUN/GASWELL_9-15_9",0,0,41.68037636,-78.11127054,"JONES RUN/GASWELL_9-15",9
"JONES RUN/GASWELL_9-15_10",4,1,41.67960567,-78.10542747,"JONES RUN/GASWELL_9-15",10
"JONES RUN/GASWELL_9-15_11",4,1,41.67833507,-78.10039717,"JONES RUN/GASWELL_9-15",11
"JONES RUN/GASWELL_9-15_12",0,0,41.679005,-78.09477831,"JONES RUN/GASWELL_9-15",12
"JONES RUN/GASWELL_9-15_13",0,0,41.67428954,-78.09883823,"JONES RUN/GASWELL_9-15",13
"JONES RUN/GASWELL_9-15_14",0,0,41.67179851,-78.09447216,"JONES RUN/GASWELL_9-15",14
"GREENLICK_NA_1",1,1,41.49980981,-77.73002703,"GREENLICK_NA",1
"GREENLICK_NA_2",0,0,41.49972389,-77.72400968,"GREENLICK_NA",2
"GREENLICK_NA_3",2,1,41.4959934,-77.72555354,"GREENLICK_NA",3
"GREENLICK_NA_4",1,1,41.49147252,-77.72690949,"GREENLICK_NA",4
"GREENLICK_NA_5",1,1,41.49241913,-77.73254057,"GREENLICK_NA",5
"GREENLICK_NA_6",1,1,41.4927912,-77.7382696,"GREENLICK_NA",6
"GREENLICK_NA_7",4,1,41.48986454,-77.74620813,"GREENLICK_NA",7
"GREENLICK_NA_8",0,0,41.48811031,-77.73246257,"GREENLICK_NA",8
"GREENLICK_NA_9",3,1,41.48608205,-77.72492636,"GREENLICK_NA",9
"GREENLICK_NA_10",1,1,41.48429865,-77.72999514,"GREENLICK_NA",10
"GREENLICK_NA_11",1,1,41.48561576,-77.74078109,"GREENLICK_NA",11
"GREENLICK_NA_12",0,0,41.48248004,-77.75177525,"GREENLICK_NA",12
"GREENLICK_NA_13",0,0,41.48213426,-77.75807913,"GREENLICK_NA",13
"GREENLICK_NA_14",0,0,41.48031546,-77.74700887,"GREENLICK_NA",14
"GREENLICK_NA_15",3,1,41.48115647,-77.73764741,"GREENLICK_NA",15
"GREENLICK_NA_16",1,1,41.47998982,-77.72991732,"GREENLICK_NA",16
"GREENLICK_NA_17",0,0,41.48291629,-77.72236123,"GREENLICK_NA",17
"GREENLICK_NA_18",1,1,41.47784518,-77.73412757,"GREENLICK_NA",18
"GREENLICK_NA_19",1,1,41.47829324,-77.7417648,"GREENLICK_NA",19
"GREENLICK_NA_20",2,1,41.4765157,-77.74988803,"GREENLICK_NA",20
"GREENLICK_NA_21",1,1,41.47674869,-77.7581944,"GREENLICK_NA",21
"GREENLICK_NA_22",3,1,41.47258566,-77.75916449,"GREENLICK_NA",22
"GREENLICK_NA_23",6,1,41.47213752,-77.75095493,"GREENLICK_NA",23
"GREENLICK_NA_24",0,0,41.47555311,-77.73671489,"GREENLICK_NA",24
"GREENLICK_NA_25",1,1,41.47494193,-77.72096261,"GREENLICK_NA",25
"GREENLICK_NA_26",0,0,41.474032,-77.73099206,"GREENLICK_NA",26
"GREENLICK_NA_28",0,0,41.47078985,-77.7264224,"GREENLICK_NA",28
"GREENLICK_NA_29",1,1,41.47130848,-77.73329466,"GREENLICK_NA",29
"GREENLICK_NA_30",0,0,41.47355376,-77.74178339,"GREENLICK_NA",30
"GREENLICK_NA_31",0,0,41.4678085,-77.74161497,"GREENLICK_NA",31
"GREENLICK_NA_32",0,0,41.46703959,-77.75126062,"GREENLICK_NA",32
"GREENLICK_NA_33",0,0,41.46863032,-77.75641021,"GREENLICK_NA",33
"GREENLICK_NA_34",0,0,41.4621585,-77.75223371,"GREENLICK_NA",34
"GREENLICK_NA_35",0,0,41.47841169,-77.76372661,"GREENLICK_NA",35
"GREENLICK_NA_36",1,1,41.47547649,-77.76822488,"GREENLICK_NA",36
"GREENLICK_NA_37",1,1,41.47174802,-77.77110236,"GREENLICK_NA",37
"GREENLICK_NA_38",0,0,41.46722226,-77.77025884,"GREENLICK_NA",38
"GREENLICK_NA_39",0,0,41.46340888,-77.76654896,"GREENLICK_NA",39
"GREENLICK_NA_40",0,0,41.45937937,-77.7625539,"GREENLICK_NA",40
"LEAD_BQFA_1",6,1,40.01780629,-77.72848828,"LEAD_BQFA",1
"LEAD_BQFA_2",2,1,40.01418684,-77.7233649,"LEAD_BQFA",2
"LEAD_BQFA_3",4,1,40.01761232,-77.71932959,"LEAD_BQFA",3
"LEAD_BQFA_4",4,1,40.0233651,-77.71874705,"LEAD_BQFA",4
"LEAD_BQFA_5",2,1,40.02911761,-77.7180527,"LEAD_BQFA",5
"LEAD_BQFA_6",7,1,40.03409048,-77.71468002,"LEAD_BQFA",6
"LEAD_BQFA_7",4,1,40.03321809,-77.70932083,"LEAD_BQFA",7
"LEAD_BQFA_8",6,1,40.03742949,-77.71053171,"LEAD_BQFA",8
"LEAD_BQFA_9",1,1,40.04309863,-77.71084255,"LEAD_BQFA",9
"LEAD_BQFA_10",0,0,40.04609713,-77.70792421,"LEAD_BQFA",10
"LEAD_CONTROL_1",0,0,39.98526963,-77.69959117,"LEAD_CONTROL",1
"LEAD_CONTROL_2",1,1,39.99085671,-77.70135275,"LEAD_CONTROL",2
"LEAD_CONTROL_3",0,0,39.99635642,-77.70255668,"LEAD_CONTROL",3
"LEAD_CONTROL_4",1,1,40.001675,-77.70018802,"LEAD_CONTROL",4
"LEAD_CONTROL_5",3,1,40.00682444,-77.69882489,"LEAD_CONTROL",5
"LEAD_CONTROL_6",5,1,40.00594799,-77.6922396,"LEAD_CONTROL",6
"LEAD_CONTROL_7",2,1,40.00962725,-77.68719683,"LEAD_CONTROL",7
"LEAD_CONTROL_8",1,1,40.01373478,-77.68181641,"LEAD_CONTROL",8
"LEAD_CONTROL_9",0,0,40.01732548,-77.675991,"LEAD_CONTROL",9
"LEAD_CONTROL_10",0,0,40.0219622,-77.67563356,"LEAD_CONTROL",10
"MICHAUX_GLAT A - CULP_1",3,1,39.771385,-77.446948,"MICHAUX_GLAT A - CULP",1
"MICHAUX_GLAT A - CULP_2",12,1,39.772661,-77.445659,"MICHAUX_GLAT A - CULP",2
"MICHAUX_GLAT A - CULP_3",0,0,39.770091,-77.446082,"MICHAUX_GLAT A - CULP",3
"MICHAUX_GLAT B-GUM SPRINGS_1",2,1,39.789723,-77.427645,"MICHAUX_GLAT B-GUM SPRINGS",1
"MICHAUX_GLAT B-GUM SPRINGS_2",1,1,39.787818,-77.426532,"MICHAUX_GLAT B-GUM SPRINGS",2
"MICHAUX_GLAT B-GUM SPRINGS_3",0,0,39.78567,-77.429613,"MICHAUX_GLAT B-GUM SPRINGS",3
"MICHAUX_GLAT B-GUM SPRINGS_4",0,0,39.783792,-77.43182,"MICHAUX_GLAT B-GUM SPRINGS",4
"108_not included_1",1,1,40.674669,-78.407543,"108_not included",1
"108_not included_2",5,1,40.671238,-78.410924,"108_not included",2
"108_not included_3",3,1,40.670718,-78.416462,"108_not included",3
"108_not included_4",3,1,40.670929,-78.422099,"108_not included",4
"108_not included_5",1,1,40.671279,-78.42759,"108_not included",5
"108_not included_6",4,1,40.667456,-78.424557,"108_not included",6
"108_not included_7",4,1,40.665754,-78.428939,"108_not included",7
"108_not included_8",2,1,40.663348,-78.433545,"108_not included",8
"108_not included_9",4,1,40.659984,-78.456759,"108_not included",9
"108_not included_10",5,1,40.6577,-78.459858,"108_not included",10
"FORBES SF_ROUTE 1_1",5,1,40.114124,-79.337149,"FORBES SF_ROUTE 1",1
"FORBES SF_ROUTE 1_2",4,1,40.111014,-79.333689,"FORBES SF_ROUTE 1",2
"FORBES SF_ROUTE 1_3",2,1,40.110759,-79.328045,"FORBES SF_ROUTE 1",3
"FORBES SF_ROUTE 1_4",2,1,40.107649,-79.324434,"FORBES SF_ROUTE 1",4
"FORBES SF_ROUTE 1_5",5,1,40.104469,-79.322856,"FORBES SF_ROUTE 1",5
"FORBES SF_ROUTE 1_6",5,1,40.100626,-79.324326,"FORBES SF_ROUTE 1",6
"FORBES SF_ROUTE 1_7",1,1,40.096623,-79.327501,"FORBES SF_ROUTE 1",7
"FORBES SF_ROUTE 1_8",0,0,40.093626,-79.330245,"FORBES SF_ROUTE 1",8
"FORBES SF_ROUTE 1_9",0,0,40.106233,-79.317758,"FORBES SF_ROUTE 1",9
"FORBES SF_ROUTE 1_10",0,0,40.10969,-79.31393,"FORBES SF_ROUTE 1",10
"297_not included_1",0,0,40.104475,-80.139765,"297_not included",1
"297_not included_2",0,0,40.100728,-80.137231,"297_not included",2
"297_not included_3",0,0,40.096659,-80.135375,"297_not included",3
"297_not included_4",0,0,40.092411,-80.133697,"297_not included",4
"297_not included_5",0,0,40.088521,-80.131306,"297_not included",5
"297_not included_6",2,1,40.084488,-80.12945,"297_not included",6
"297_not included_7",7,1,40.080169,-80.128343,"297_not included",7
"297_not included_8",3,1,40.076279,-80.126594,"297_not included",8
"297_not included_9",0,0,40.072281,-80.123989,"297_not included",9
"297_not included_10",0,0,40.068069,-80.122775,"297_not included",10
"51_not included_1",0,0,39.91612,-79.5536,"51_not included",1
"51_not included_2",1,1,39.91124,-79.5542,"51_not included",2
"51_not included_3",0,0,39.90621,-79.5576,"51_not included",3
"51_not included_4",0,0,39.90272,-79.5629,"51_not included",4
"51_not included_5",0,0,39.90527,-79.5691,"51_not included",5
"51_not included_6",1,1,39.90895,-79.574,"51_not included",6
"51_not included_7",0,0,39.90906,-79.5806,"51_not included",7
"51_not included_8",0,0,39.90734,-79.5876,"51_not included",8
"51_not included_9",0,0,39.90245,-79.5878,"51_not included",9
"51_not included_10",0,0,39.89776,-79.5843,"51_not included",10
